Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
electric bass,,Natural wood,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Beige,Black,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_1_0,1_0,1804,gvvYSMBKwXq3vNnAK
electric bass,,Sunburst,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Orange,Brown,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_2_0,2_0,1804,2yBQSnPamWZ8GnXhy
electric bass,,Cosmo black,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Black,White,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_3_0,3_0,1804,394fiPKj4rdxejQsi
electric bass,,Deep ocean,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Blue,Aqua,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_4_0,4_0,1804,aSE7mg2wix33Y95wK
electric bass,,Ash green,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Green,Black,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_5_0,5_0,1804,YC9GHd9cNa2g8gEeF
electric bass,,Shocking pink,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Pink,Pink,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_6_0,6_0,1804,AZ2FdFkbCXSawZxnd
electric bass,,Space silver,Color,NA,NA,No,No,No,NA,NA,None,5200,82000,20500,Gray,Black,1x1,No,73800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricbass_Remake_7_0,7_0,1804,2ErLhu83kTGFscyf4
electric guitar,,Dark red,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Red,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_0,0_0,1645,D7g8hNw5SvARKebQb
electric guitar,,Dark red,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_1,0_1,1645,sNa7CwWLoSxMs4PeJ
electric guitar,,Dark red,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_2,0_2,1645,YC4aW2h7oKzYgu86w
electric guitar,,Dark red,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_3,0_3,1645,yffi7v9tcqfSQ48kv
electric guitar,,Dark red,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_4,0_4,1645,TttbJda3a677FcLYx
electric guitar,,Dark red,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_5,0_5,1645,p4FJ82K4858NwGma5
electric guitar,,Dark red,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Colorful,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_6,0_6,1645,wKpaWQiD6t2m6bbvj
electric guitar,,Dark red,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Pink,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_0_7,0_7,1645,FjS3EozJMFrMdnemc
electric guitar,,Natural wood,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Beige,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_0,1_0,1645,5fTXwhFvDydrv8v4u
electric guitar,,Natural wood,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_1,1_1,1645,mmkWAbpccxJFfRpdH
electric guitar,,Natural wood,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_2,1_2,1645,hxxhggQG98vXf9ZWo
electric guitar,,Natural wood,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_3,1_3,1645,6zCXaa48twCumDT7X
electric guitar,,Natural wood,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_4,1_4,1645,vzDYg3rpHk3YkDpth
electric guitar,,Natural wood,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_5,1_5,1645,hKtkMoXHSh7jeTZ32
electric guitar,,Natural wood,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Colorful,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_6,1_6,1645,sjMYYrxuYCdHmuiuM
electric guitar,,Natural wood,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Beige,Pink,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_1_7,1_7,1645,SRK6K84BLuMNGFZbw
electric guitar,,Cherry,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Orange,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_0,2_0,1645,P5NaSTAKu8kF6SCLT
electric guitar,,Cherry,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_1,2_1,1645,QLzPyKSKmNtkdfyDx
electric guitar,,Cherry,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_2,2_2,1645,ttNS2LXM9mRmceqyz
electric guitar,,Cherry,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_3,2_3,1645,A3QA5CCZshbXzMR93
electric guitar,,Cherry,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_4,2_4,1645,5QJHByKWvdLJHyZDq
electric guitar,,Cherry,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_5,2_5,1645,Gb3Lt9tPsg8dpXjY7
electric guitar,,Cherry,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Colorful,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_6,2_6,1645,FGuBwkAbegb2Bu5rS
electric guitar,,Cherry,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Red,Pink,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_2_7,2_7,1645,L6csvQxNJc623sW6y
electric guitar,,Sunburst,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Orange,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_0,3_0,1645,jzdzQqmqtDYXfZee3
electric guitar,,Sunburst,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_1,3_1,1645,dADXnpoC2kgsgDeEP
electric guitar,,Sunburst,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_2,3_2,1645,5AQpmXqGKaZCaeEbJ
electric guitar,,Sunburst,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_3,3_3,1645,SpQiKSkHL9MpSDt3G
electric guitar,,Sunburst,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_4,3_4,1645,RzWobjj2NsCp5oe89
electric guitar,,Sunburst,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_5,3_5,1645,wo2tZPeACHMDydgSH
electric guitar,,Sunburst,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Colorful,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_6,3_6,1645,gPcMT9WptvKjRiu2C
electric guitar,,Sunburst,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Brown,Pink,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_3_7,3_7,1645,HeAdaaEWBxzRvYPc2
electric guitar,,Marine emerald,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_0,4_0,1645,utwBur5sSSpYJPavd
electric guitar,,Marine emerald,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_1,4_1,1645,pzncLBfd29Ca2zo3M
electric guitar,,Marine emerald,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_2,4_2,1645,AwHjisNnQxRauHZTG
electric guitar,,Marine emerald,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_3,4_3,1645,8dJrNZecAt2fMjxX8
electric guitar,,Marine emerald,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_4,4_4,1645,NozqZNCeMMdE4hi2n
electric guitar,,Marine emerald,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_5,4_5,1645,QZPqMLbjQnxde2hRn
electric guitar,,Marine emerald,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Colorful,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_6,4_6,1645,ka6WxM6xGXadQHzJR
electric guitar,,Marine emerald,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Aqua,Pink,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_4_7,4_7,1645,Z4Rc9p34tBcy3h8ik
electric guitar,,Chic white,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Beige,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_0,5_0,1645,yy436h8ujFcdajBu5
electric guitar,,Chic white,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_1,5_1,1645,fFY2xpXkFbYobCGmz
electric guitar,,Chic white,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_2,5_2,1645,rdtzGhN3r236ie38J
electric guitar,,Chic white,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_3,5_3,1645,5W8jfDMSL7Xkgg2ER
electric guitar,,Chic white,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_4,5_4,1645,sDSPQBb8A4oYedP4D
electric guitar,,Chic white,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Aqua,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_5,5_5,1645,5NQPFJzSApQdZsoc3
electric guitar,,Chic white,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Colorful,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_6,5_6,1645,HGAN2rZcezYSmEy4u
electric guitar,,Chic white,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,White,Pink,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_5_7,5_7,1645,49TtBmks26hfaDFew
electric guitar,,Cosmo black,Color,None,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Black,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_6_0,6_0,1645,QpaiuQrifw8iSfG7C
electric guitar,,Cosmo black,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Black,Black,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_6_1,6_1,1645,TfhkPDHibDHXHTmDM
electric guitar,,Cosmo black,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Black,White,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_6_2,6_2,1645,fDZZ3NpNk4rz6fcza
electric guitar,,Cosmo black,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Black,Purple,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_6_3,6_3,1645,F8CSXAsSw7fPgCPs5
electric guitar,,Cosmo black,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,7,Normal,5200,71000,17750,Black,Green,1x1,No,63900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrElectricguitar2_Remake_6_4,6_4,1645,G8TRYJe3QKzMkz9mJ
